date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:08:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:23%20GMT	http://honeysticks.co.uk/cdn/shop/t/5/assets/font-settings.css?v=81628291128883670161764892667	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/t/5/assets/font-settings5ac7.css	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:24	2074/2074	---MCZ	200	added ('OK')	text/css	date:Thu,%2018%20Jun%202026%2008:21:16%20GMT	https://honeysticks.co.uk/cdn/shop/t/5/assets/font-settings.css?v=81628291128883670161764892667	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/t/5/assets/font-settings5ac7.css	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:23%20GMT	http://honeysticks.co.uk/cdn/shop/t/5/assets/ico-select.svg?v=105895467891148707711761623103	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/t/5/assets/ico-select0d12.svg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:26	2154542/2154542	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jun%202026%2009:08:23%20GMT	https://honeysticks.co.uk/cdn/shop/files/DSC08084.jpg?v=1653254876	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/DSC08084a603.jpg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:25%20GMT	http://honeysticks.co.uk/cdn/shop/t/5/assets/theme.css?v=9102776204999362291765408142	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/t/5/assets/themef46f.css	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:27	406/406	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Jun%202026%2009:08:25%20GMT	https://honeysticks.co.uk/cdn/shop/t/5/assets/ico-select.svg?v=105895467891148707711761623103	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/t/5/assets/ico-select0d12.svg	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:26%20GMT	http://honeysticks.co.uk/cdn/shop/t/5/assets/vendor.js?v=69555399850987115801761620860	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/t/5/assets/vendora1a9.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:30	560154/560154	---MCZ	200	added ('OK')	text/css	date:Thu,%2018%20Jun%202026%2008:21:16%20GMT	https://honeysticks.co.uk/cdn/shop/t/5/assets/theme.css?v=9102776204999362291765408142	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/t/5/assets/themef46f.css	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:29%20GMT	http://honeysticks.co.uk/cdn/shop/t/5/assets/theme.js?v=42391841312106742781761620860	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/t/5/assets/themee496.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:30	138440/138440	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2018%20Jun%202026%2008:21:16%20GMT	https://honeysticks.co.uk/cdn/shop/t/5/assets/vendor.js?v=69555399850987115801761620860	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/t/5/assets/vendora1a9.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:30%20GMT	http://honeysticks.co.uk/cdn/shop/t/5/assets/ie11.js?v=144489047535103983231761620860	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/t/5/assets/ie110084.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:32	601029/601029	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2014%20Jun%202026%2018:48:19%20GMT	https://honeysticks.co.uk/cdn/shop/t/5/assets/theme.js?v=42391841312106742781761620860	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/t/5/assets/themee496.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:32	8314/8314	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2018%20Jun%202026%2009:08:31%20GMT	https://honeysticks.co.uk/cdn/shop/t/5/assets/ie11.js?v=144489047535103983231761620860	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/t/5/assets/ie110084.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:33	9079/9079	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2018%20Jun%202026%2009:08:31%20GMT	https://honeysticks.co.uk/checkouts/internal/preloads.js?locale=en-GB	D:/HoneyBee/HoneyBee/honeysticks.co.uk/checkouts/internal/preloads6116.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:34	0/0	---M--	200	added ('OK')	application/javascript	date:Thu,%2018%20Jun%202026%2009:08:33%20GMT	https://shop.app/checkouts/internal/preloads.js?locale=en-GB&shop_id=55354654896	D:/HoneyBee/HoneyBee/shop.app/checkouts/internal/preloads.15c21a.delayed	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:33%20GMT	http://honeysticks.co.uk/cdn/shopifycloud/shop-js/modules/v2/loader.init-shop-cart-sync.en.esm.js	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shopifycloud/shop-js/modules/v2/loader.init-shop-cart-sync.en.esm.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:35	884/884	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2018%20Jun%202026%2009:07:26%20GMT	https://honeysticks.co.uk/cdn/shopifycloud/shop-js/modules/v2/loader.init-shop-cart-sync.en.esm.js	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shopifycloud/shop-js/modules/v2/loader.init-shop-cart-sync.en.esm.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:35	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:34%20GMT	http://honeysticks.co.uk/cdn/shopifycloud/storefront/assets/storefront/load_feature-1bd60354.js	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shopifycloud/storefront/assets/storefront/load_feature-1bd60354.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:35	9652/9652	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2009%20Jun%202026%2022:47:23%20GMT	https://cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	D:/HoneyBee/HoneyBee/cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:35	13938/13938	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2016%20Jun%202026%2001:31:08%20GMT	https://honeysticks.co.uk/cdn/shopifycloud/storefront/assets/storefront/load_feature-1bd60354.js	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shopifycloud/storefront/assets/storefront/load_feature-1bd60354.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:35	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:34%20GMT	http://honeysticks.co.uk/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-bf1cdb70.js?v=20250812	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-bf1cdb705501.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:35%20GMT	http://cdn.shopify.com/shopifycloud/storefront/assets/storefront/origin_trials-c173577b.js	D:/HoneyBee/HoneyBee/cdn.shopify.com/shopifycloud/storefront/assets/storefront/origin_trials-c173577b.1d.delayed	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:36	81128/81128	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2009%20Jun%202026%2003:43:38%20GMT	https://honeysticks.co.uk/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-bf1cdb70.js?v=20250812	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-bf1cdb705501.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:36	1141/1141	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2014%20Jun%202026%2019:03:16%20GMT	https://cdn.shopify.com/shopifycloud/storefront/assets/storefront/origin_trials-c173577b.js	D:/HoneyBee/HoneyBee/cdn.shopify.com/shopifycloud/storefront/assets/storefront/origin_trials-c173577b.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:37	391664/391664	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2018%20Jun%202026%2009:04:12%20GMT	https://honeysticks.co.uk/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:37	13851/13851	---MCZ	200	added ('OK')	text/css	date:Thu,%2018%20Jun%202026%2009:04:35%20GMT	https://honeysticks.co.uk/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:37	110585/110585	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2016%20Jun%202026%2015:51:21%20GMT	https://cdn.shopify.com/extensions/019ed121-2a76-709c-a848-8d374c267ecd/gdpr-cookie-consent-346/assets/pandectes-core.js	D:/HoneyBee/HoneyBee/cdn.shopify.com/extensions/019ed121-2a76-709c-a848-8d374c267ecd/gdpr-cookie-consent-346/assets/pandectes-core.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:38	8777/8777	---M-Z	200	added ('OK')	application/javascript	etag:W/%2210ffb4b92a67dadb6fea7ade90f97b1f%22	https://static.klaviyo.com/onsite/js/YznaTG/klaviyo.js?company_id=YznaTG	D:/HoneyBee/HoneyBee/static.klaviyo.com/onsite/js/YznaTG/klaviyo3601.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:38	5782/5782	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2017%20Jun%202026%2012:26:14%20GMT	https://cdn.shopify.com/extensions/019ed58b-bfab-7a6d-a8f6-e47e34abed55/product-label-4-360/assets/samita.ProductLabels.index.js	D:/HoneyBee/HoneyBee/cdn.shopify.com/extensions/019ed58b-bfab-7a6d-a8f6-e47e34abed55/product-label-4-360/assets/samita.ProductLabels.index.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:39	124805/124805	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Jun%202026%2009:08:38%20GMT	https://honeysticks.co.uk/POST	D:/HoneyBee/HoneyBee/honeysticks.co.uk/POST.24.delayed	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:40	32026/32026	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2018%20Jun%202026%2009:08:39%20GMT	https://honeysticks.co.uk/cdn	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:39%20GMT	http://honeysticks.co.uk/cdn/s/trekkie.storefront.370ef8ffef154dc56bb5a814fea4666724353464.min.js	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/s/trekkie.storefront.370ef8ffef154dc56bb5a814fea4666724353464.min.26.delayed	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:42	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:40%20GMT	http://honeysticks.co.uk/cdn/shopifycloud/storefront/assets/shop_events_listener-4e26a9ce.js	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shopifycloud/storefront/assets/shop_events_listener-4e26a9ce.28.delayed	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:42	109633/109633	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Jun%202026%2003:30:10%20GMT	https://honeysticks.co.uk/cdn/s/trekkie.storefront.370ef8ffef154dc56bb5a814fea4666724353464.min.js	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/s/trekkie.storefront.370ef8ffef154dc56bb5a814fea4666724353464.min.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:42	13482/13482	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2016%20Jun%202026%2021:51:46%20GMT	https://honeysticks.co.uk/cdn/shopifycloud/storefront/assets/shop_events_listener-4e26a9ce.js	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shopifycloud/storefront/assets/shop_events_listener-4e26a9ce.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:42	66194/66194	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2015%20Jun%202026%2019:41:45%20GMT	https://honeysticks.co.uk/cdn/shopifycloud/perf-kit/shopify-perf-kit-3.5.2.min.js	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shopifycloud/perf-kit/shopify-perf-kit-3.5.2.min.js	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:42%20GMT	http://honeysticks.co.uk/cdn/shop/files/Honeysticks_Logo_RGB_stacked.png?v=1761622768&width=140	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/Honeysticks_Logo_RGB_stacked.2b9bf0.delayed	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:43%20GMT	http://honeysticks.co.uk/cdn/shop/files/Honeysticks-Logo-RGB_stacked_white.png?v=1761622823&width=140	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/Honeysticks-Logo-RGB_stacked_whiteb12a.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:44	9265/9265	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2009:08:43%20GMT	https://honeysticks.co.uk/cdn/shop/files/Honeysticks_Logo_RGB_stacked.png?v=1761622768&width=140	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/Honeysticks_Logo_RGB_stacked9bf0.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:45	7068/7068	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Jun%202026%2009:08:43%20GMT	https://honeysticks.co.uk/cdn/shop/files/Honeysticks-Logo-RGB_stacked_white.png?v=1761622823&width=140	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/Honeysticks-Logo-RGB_stacked_whiteb12a.png	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:45	125056/125056	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:08:44%20GMT	https://honeysticks.co.uk/cart	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cart.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:46	323474/323474	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:08:45%20GMT	https://honeysticks.co.uk/collections/all	D:/HoneyBee/HoneyBee/honeysticks.co.uk/collections/all.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:46	149373/149373	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:08:45%20GMT	https://honeysticks.co.uk/pages/crayon-grip-guide	D:/HoneyBee/HoneyBee/honeysticks.co.uk/pages/crayon-grip-guide.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:47	164665/164665	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:08:46%20GMT	https://honeysticks.co.uk/pages/about-us	D:/HoneyBee/HoneyBee/honeysticks.co.uk/pages/about-us.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:47	170449/170449	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:08:46%20GMT	https://honeysticks.co.uk/pages/sustainability	D:/HoneyBee/HoneyBee/honeysticks.co.uk/pages/sustainability.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:48	459963/459963	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:08:47%20GMT	https://honeysticks.co.uk/pages/scribble-bee	D:/HoneyBee/HoneyBee/honeysticks.co.uk/pages/scribble-bee.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Jun%202026%2009:08:47%20GMT	http://honeysticks.co.uk/cdn/shop/files/A_World_Of_Pure_Creation.png?v=1761623033&width=2000	D:/HoneyBee/HoneyBee/honeysticks.co.uk/cdn/shop/files/A_World_Of_Pure_Creation.363ed8.delayed	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
16:08:50	126223/126223	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jun%202026%2009:08:47%20GMT	https://honeysticks.co.uk/search	D:/HoneyBee/HoneyBee/honeysticks.co.uk/search.html	(from https://honeysticks.co.uk/?srsltid=AfmBOoofIlB2qKpj7U-kOZIpOCU5_RUCGgnDzO_T2PF73XTKPHDbLShE)
